NUTS3_addit_demolition,share_sfh_1977,share_sfh_77_90,share_sfh_90_17,share_sfh_2017__,share_mfh_1977,share_mfh_77_90,share_mfh_90_17,share_mfh_2017__,share_nres_1977,share_nres_77_90,share_nres_90_17,share_nres_2017__
f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4,f4
,Share of renovated gfa,Share of renovated gfa,Share of renovated gfa,Share of renovated gfa,Share of renovated gfa,Share of renovated gfa,Share of renovated gfa,Share of renovated gfa,Share of renovated gfa,Share of renovated gfa,Share of renovated gfa,Share of renovated gfa
1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
1.00000,0.07646,0.14155,0.02397,1.00000,0.07554,0.14155,0.02672,1.00000,0.06295,0.10948,0.03550,1.00000
1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
1.00000,0.07646,0.14155,0.02397,1.00000,0.07554,0.14155,0.02672,1.00000,0.06295,0.10948,0.03550,1.00000
1.00000,0.07646,0.14155,0.02397,1.00000,0.07554,0.14155,0.02672,1.00000,0.06295,0.10948,0.03550,1.00000
1.00000,0.07646,0.14155,0.02397,1.00000,0.07554,0.14155,0.02672,1.00000,0.06295,0.10948,0.03550,1.00000
1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
1.00000,0.07646,0.14155,0.02397,1.00000,0.07554,0.14155,0.02672,1.00000,0.06295,0.10948,0.03550,1.00000
1.00000,0.07646,0.14155,0.02397,1.00000,0.07554,0.14155,0.02672,1.00000,0.06295,0.10948,0.03550,1.00000
1.00000,0.07646,0.14155,0.02397,1.00000,0.07554,0.14155,0.02672,1.00000,0.06295,0.10948,0.03550,1.00000
1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
1.00000,0.07646,0.14155,0.02397,1.00000,0.07554,0.14155,0.02672,1.00000,0.06295,0.10948,0.03550,1.00000
1.00000,0.07646,0.14155,0.02397,1.00000,0.07554,0.14155,0.02672,1.00000,0.06295,0.10948,0.03550,1.00000
1.00000,0.07646,0.14155,0.02397,1.00000,0.07554,0.14155,0.02672,1.00000,0.06295,0.10948,0.03550,1.00000
1.00000,0.07646,0.14155,0.02397,1.00000,0.07554,0.14155,0.02672,1.00000,0.06295,0.10948,0.03550,1.00000
1.00000,0.07646,0.14155,0.02397,1.00000,0.07554,0.14155,0.02672,1.00000,0.06295,0.10948,0.03550,1.00000
1.00000,0.07646,0.14155,0.02397,1.00000,0.07554,0.14155,0.02672,1.00000,0.06295,0.10948,0.03550,1.00000
1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
1.00000,0.07646,0.14155,0.02397,1.00000,0.07554,0.14155,0.02672,1.00000,0.06295,0.10948,0.03550,1.00000
1.00000,0.07646,0.14155,0.02397,1.00000,0.07554,0.14155,0.02672,1.00000,0.06295,0.10948,0.03550,1.00000
1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
1.00000,0.07646,0.14155,0.02397,1.00000,0.07554,0.14155,0.02672,1.00000,0.06295,0.10948,0.03550,1.00000
1.00000,0.07646,0.14155,0.02397,1.00000,0.07554,0.14155,0.02672,1.00000,0.06295,0.10948,0.03550,1.00000
1.00000,0.07646,0.14155,0.02397,1.00000,0.07554,0.14155,0.02672,1.00000,0.06295,0.10948,0.03550,1.00000
1.00000,0.07646,0.14155,0.02397,1.00000,0.07554,0.14155,0.02672,1.00000,0.06295,0.10948,0.03550,1.00000
1.00000,0.07646,0.14155,0.02397,1.00000,0.07554,0.14155,0.02672,1.00000,0.06295,0.10948,0.03550,1.00000
1.00000,0.07646,0.14155,0.02397,1.00000,0.07554,0.14155,0.02672,1.00000,0.06295,0.10948,0.03550,1.00000
1.00000,0.07646,0.14155,0.02397,1.00000,0.07554,0.14155,0.02672,1.00000,0.06295,0.10948,0.03550,1.00000
1.00000,0.07646,0.14155,0.02397,1.00000,0.07554,0.14155,0.02672,1.00000,0.06295,0.10948,0.03550,1.00000
1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
